Source,Target,Weight,Type
"Zweig, Stefan","Neue Freie Presse",13,Directed
"Zweig, Stefan","Das weite Land. Tragikomödie in fünf Akten",10,Directed
"Zweig, Stefan","Tagebuch",7,Directed
"Zweig, Stefan","Une protestation d’Arthur Schnitzler",7,Directed
"Zweig, Stefan","Jeremias. Ein dramatische Dichtung in neun Bildern",7,Directed
"Zweig, Stefan","Das Haus am Meer. Ein Schauspiel in zwei Teilen (drei Aufzügen)",6,Directed
"Zweig, Stefan","Frau Beate und ihr Sohn. Novelle",5,Directed
"Zweig, Stefan","Ein Brief Artur Schnitzlers",5,Directed
"Zweig, Stefan","Journal de Genève",5,Directed
"Zweig, Stefan","Neue Zürcher Zeitung",5,Directed
"Zweig, Stefan","Fräulein Else",5,Directed
"Zweig, Stefan","Der Geist im Wort und der Geist in der Tat",5,Directed
"Zweig, Stefan","Drei Dichter ihres Lebens. Casanova – Stendhal – Tolstoi",5,Directed
"Zweig, Stefan","Berliner Tageblatt",4,Directed
"Zweig, Stefan","Die neue Rundschau",4,Directed
"Zweig, Stefan","Professor Bernhardi. Komödie in fünf Akten",4,Directed
"Zweig, Stefan","Doktor Gräsler, Badearzt",4,Directed
"Zweig, Stefan","Therese. Chronik eines Frauenlebens",4,Directed
"Zweig, Stefan","Das Lamm des Armen. Tragikomödie in drei Akten",4,Directed
"Zweig, Stefan","Kleine Chronik",4,Directed
"Zweig, Stefan","Der Ruf des Lebens. Schauspiel in drei Akten",3,Directed
"Zweig, Stefan","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen",3,Directed
"Zweig, Stefan","?? [Fiktives Interview aus St. Petersburg, 1914]",3,Directed
"Zweig, Stefan","Komödie der Worte. Drei Einakter",3,Directed
"Zweig, Stefan","Casanovas Heimfahrt",3,Directed
"Zweig, Stefan","Marceline Desbordes-Valmore. Das Lebensbild einer Dichterin",3,Directed
"Zweig, Stefan","Das Gänsemännchen. Roman",3,Directed
"Zweig, Stefan","Der Kampf mit dem Dämon. Hölderlin – Kleist – Nietzsche",3,Directed
"Zweig, Stefan","Der Gang zum Weiher. Dramatische Dichtung",3,Directed
"Zweig, Stefan","Angst",3,Directed
