Source,CorrID,Target,OrgID,Overallcount,Type,Label,Weight
"Felix Salten","2167","Norddeutscher Lloyd","53340","5","Directed","Felix Salten–Norddeutscher Lloyd","2"
"Felix Salten","2167","Schiller-Theater","57124","7","Directed","Felix Salten–Schiller-Theater","2"
"Felix Salten","2167","Akademie der Bildenden Künste Wien","60329","2","Directed","Felix Salten–Akademie der Bildenden Künste Wien","2"
"Felix Salten","2167","Stadttheater Teplitz","146124","2","Directed","Felix Salten–Stadttheater Teplitz","2"
"Felix Salten","2167","Deutsch-amerikanische Seepost","147552","2","Directed","Felix Salten–Deutsch-amerikanische Seepost","2"
"Felix Salten","2167","?? [Wiener Club September 1901]","169320","5","Directed","Felix Salten–?? [Wiener Club September 1901]","2"
"Felix Salten","2167","Die Zeit. Wiener Wochenschrift","29209","67","Directed","Felix Salten–Die Zeit. Wiener Wochenschrift","1"
"Felix Salten","2167","Neues Wiener Tagblatt","29414","15","Directed","Felix Salten–Neues Wiener Tagblatt","1"
"Felix Salten","2167","Österreichische Rundschau","29496","5","Directed","Felix Salten–Österreichische Rundschau","1"
"Felix Salten","2167","Bezirksgericht Wien Josefstadt","29605","3","Directed","Felix Salten–Bezirksgericht Wien Josefstadt","1"
"Felix Salten","2167","Allgemeine Theater-Revue für Bühne und Welt. Illustrierte Halbmonatsschrift","29620","2","Directed","Felix Salten–Allgemeine Theater-Revue für Bühne und Welt. Illustrierte Halbmonatsschrift","1"
"Felix Salten","2167","Die Zukunft","29631","4","Directed","Felix Salten–Die Zukunft","1"
"Felix Salten","2167","Ullstein Verlag","29681","5","Directed","Felix Salten–Ullstein Verlag","1"
"Felix Salten","2167","Österreichischer Lloyd","29770","1","Directed","Felix Salten–Österreichischer Lloyd","1"
"Felix Salten","2167","E. Pierson’s Verlag","29771","4","Directed","Felix Salten–E. Pierson’s Verlag","1"
"Felix Salten","2167","Wiener Musik- und Theatergesellschaft","29801","1","Directed","Felix Salten–Wiener Musik- und Theatergesellschaft","1"
"Felix Salten","2167","Morgen. Wochenschrift für deutsche Kultur","34262","4","Directed","Felix Salten–Morgen. Wochenschrift für deutsche Kultur","1"
"Felix Salten","2167","Deutsches Theater Berlin","35597","14","Directed","Felix Salten–Deutsches Theater Berlin","1"
"Felix Salten","2167","Kammerspiele Berlin","37177","1","Directed","Felix Salten–Kammerspiele Berlin","1"
"Felix Salten","2167","Raimund-Theater","39666","2","Directed","Felix Salten–Raimund-Theater","1"
"Felix Salten","2167","Ministerium für Inneres","44133","2","Directed","Felix Salten–Ministerium für Inneres","1"
"Felix Salten","2167","Kleines Theater","45430","1","Directed","Felix Salten–Kleines Theater","1"
"Felix Salten","2167","Ministerium für Äußeres","47747","2","Directed","Felix Salten–Ministerium für Äußeres","1"
"Felix Salten","2167","Phaidon-Verlag","48752","2","Directed","Felix Salten–Phaidon-Verlag","1"
"Felix Salten","2167","Hamburg-Amerika-Linie","51619","2","Directed","Felix Salten–Hamburg-Amerika-Linie","1"
"Felix Salten","2167","Danzer’s Orpheum","62834","1","Directed","Felix Salten–Danzer’s Orpheum","1"
"Felix Salten","2167","Théâtre Antoine","88613","1","Directed","Felix Salten–Théâtre Antoine","1"
"Felix Salten","2167","Wiener Literarische Anstalt","140789","1","Directed","Felix Salten–Wiener Literarische Anstalt","1"
"Felix Salten","2167","Stella d’Italia","142987","1","Directed","Felix Salten–Stella d’Italia","1"
"Felix Salten","2167","Galerie Pisko","143196","1","Directed","Felix Salten–Galerie Pisko","1"
"Felix Salten","2167","Verlagsanstalt Brüder Rosenbaum","143520","1","Directed","Felix Salten–Verlagsanstalt Brüder Rosenbaum","1"
"Felix Salten","2167","Buchhandlung L. Rosner","143542","1","Directed","Felix Salten–Buchhandlung L. Rosner","1"
"Felix Salten","2167","Kaiser Franz Josephs-Bahn","144614","1","Directed","Felix Salten–Kaiser Franz Josephs-Bahn","1"
"Felix Salten","2167","Oseh Chesed (Humanitas)","144688","1","Directed","Felix Salten–Oseh Chesed (Humanitas)","1"
"Felix Salten","2167","Münchener Secession","144709","1","Directed","Felix Salten–Münchener Secession","1"
"Felix Salten","2167","Académie Goncourt","144964","1","Directed","Felix Salten–Académie Goncourt","1"
"Felix Salten","2167","Franz-Joseph-Orden","146063","1","Directed","Felix Salten–Franz-Joseph-Orden","1"
"Felix Salten","2167","Theater des Westens","147380","1","Directed","Felix Salten–Theater des Westens","1"
"Felix Salten","2167","Kronprinz Wilhelm","147555","1","Directed","Felix Salten–Kronprinz Wilhelm","1"
"Felix Salten","2167","Semmeringbahn","147678","1","Directed","Felix Salten–Semmeringbahn","1"
"Felix Salten","2167","Österreichische Leo-Gesellschaft","148193","1","Directed","Felix Salten–Österreichische Leo-Gesellschaft","1"
"Felix Salten","2167","Foreign Press Service","148317","1","Directed","Felix Salten–Foreign Press Service","1"
"Felix Salten","2167","Dampfer Berlin","148348","1","Directed","Felix Salten–Dampfer Berlin","1"
"Felix Salten","2167","Schnellpostdampfer Vaterland","148350","1","Directed","Felix Salten–Schnellpostdampfer Vaterland","1"
"Felix Salten","2167","Salzkammergut-Lokalbahn","167893","1","Directed","Felix Salten–Salzkammergut-Lokalbahn","1"
"Felix Salten","2167","[Ausstellung von Josef Beyer, Richard Klein, Lazar Krestin, Paul Reß und Karl Schade]","168997","1","Directed","Felix Salten–[Ausstellung von Josef Beyer, Richard Klein, Lazar Krestin, Paul Reß und Karl Schade]","1"
