Source,Target,Type,Label,Weight
"Georg Brandes","Neue Freie Presse","Directed","Georg Brandes–Neue Freie Presse","6"
"Georg Brandes","Frankfurter Zeitung","Directed","Georg Brandes–Frankfurter Zeitung","4"
"Georg Brandes","Die Zeit. Wiener Wochenschrift","Directed","Georg Brandes–Die Zeit. Wiener Wochenschrift","3"
"Georg Brandes","Nobelpreis","Directed","Georg Brandes–Nobelpreis","3"
"Georg Brandes","Österreichische Akademie der Wissenschaften","Directed","Georg Brandes–Österreichische Akademie der Wissenschaften","2"
"Georg Brandes","Kungliga Vetenskapsakademien","Directed","Georg Brandes–Kungliga Vetenskapsakademien","2"
"Georg Brandes","Københavns Universitet","Directed","Georg Brandes–Københavns Universitet","2"
"Georg Brandes","K. u. k. Zensurstelle","Directed","Georg Brandes–K. u. k. Zensurstelle","2"
"Georg Brandes","Die Zukunft","Directed","Georg Brandes–Die Zukunft","2"
"Georg Brandes","Der Tag","Directed","Georg Brandes–Der Tag","2"
"Georg Brandes","J.G. Cotta’sche Buchhandlung Nachfolger","Directed","Georg Brandes–J.G. Cotta’sche Buchhandlung Nachfolger","1"
"Georg Brandes","Vossische Zeitung","Directed","Georg Brandes–Vossische Zeitung","1"
"Georg Brandes","Siegismund u Volkening","Directed","Georg Brandes–Siegismund u Volkening","1"
"Georg Brandes","New Yorker Staats-Zeitung","Directed","Georg Brandes–New Yorker Staats-Zeitung","1"
"Georg Brandes","[Russische Zeitschrift, in der 1914 gefälschtes Interview von Schnitzler erschien]","Directed","Georg Brandes–[Russische Zeitschrift, in der 1914 gefälschtes Interview von Schnitzler erschien]","1"
"Georg Brandes","Verein Berliner Presse","Directed","Georg Brandes–Verein Berliner Presse","1"
"Georg Brandes","L’Aurore","Directed","Georg Brandes–L’Aurore","1"
"Georg Brandes","Le Siècle","Directed","Georg Brandes–Le Siècle","1"
"Georg Brandes","Svensk Dagbladet","Directed","Georg Brandes–Svensk Dagbladet","1"
"Georg Brandes","Liberaler Club","Directed","Georg Brandes–Liberaler Club","1"
"Georg Brandes","La revue indépendante","Directed","Georg Brandes–La revue indépendante","1"
"Georg Brandes","Det Kongelige Bibliotek","Directed","Georg Brandes–Det Kongelige Bibliotek","1"
"Georg Brandes","Georg Brandes-arkiv","Directed","Georg Brandes–Georg Brandes-arkiv","1"
"Georg Brandes","Kongelige Danske Videnskabernes Selskab","Directed","Georg Brandes–Kongelige Danske Videnskabernes Selskab","1"
"Georg Brandes","American Academy of Arts and Sciences","Directed","Georg Brandes–American Academy of Arts and Sciences","1"
"Georg Brandes","Società Italiana delle Scienze detta dei XL","Directed","Georg Brandes–Società Italiana delle Scienze detta dei XL","1"
"Georg Brandes","Det Kongelige Norske Videnskabers Selskab","Directed","Georg Brandes–Det Kongelige Norske Videnskabers Selskab","1"
"Georg Brandes","Royal Society","Directed","Georg Brandes–Royal Society","1"
"Georg Brandes","Akademie der Wissenschaften","Directed","Georg Brandes–Akademie der Wissenschaften","1"
"Georg Brandes","Die Dame","Directed","Georg Brandes–Die Dame","1"
