Source,Target,Type,Label,Weight
"Fedor Mamroth","Frankfurter Zeitung","Directed","Fedor Mamroth–Frankfurter Zeitung","8"
"Fedor Mamroth","S. Fischer Verlag","Directed","Fedor Mamroth–S. Fischer Verlag","1"
"Fedor Mamroth","An der schönen blauen Donau","Directed","Fedor Mamroth–An der schönen blauen Donau","1"
"Fedor Mamroth","E. Pierson’s Verlag","Directed","Fedor Mamroth–E. Pierson’s Verlag","1"
"Fedor Mamroth","L’Écho de Paris","Directed","Fedor Mamroth–L’Écho de Paris","1"
"Fedor Mamroth","Gil Blas","Directed","Fedor Mamroth–Gil Blas","1"
"Fedor Mamroth","Freund & Jeckel","Directed","Fedor Mamroth–Freund & Jeckel","1"
"Fedor Mamroth","Josef Eberle Stein-, Buch und Musikaliendruckerei","Directed","Fedor Mamroth–Josef Eberle Stein-, Buch und Musikaliendruckerei","1"
"Fedor Mamroth","S. Schottländer","Directed","Fedor Mamroth–S. Schottländer","1"
"Fedor Mamroth","Verlag Wilhelm Friedrich","Directed","Fedor Mamroth–Verlag Wilhelm Friedrich","1"
