Source,CorrID,Target,OrgID,Overallcount,Type,Label,Weight
"Paul Goldmann","11485","Illustrirtes Wiener Extrablatt","29720","2","Directed","Paul Goldmann–Illustrirtes Wiener Extrablatt","1"
"Paul Goldmann","11485","E. Pierson’s Verlag","29771","4","Directed","Paul Goldmann–E. Pierson’s Verlag","1"
"Paul Goldmann","11485","Konservatorium der Gesellschaft der Musikfreunde","29805","2","Directed","Paul Goldmann–Konservatorium der Gesellschaft der Musikfreunde","1"
"Paul Goldmann","11485","Nord und Süd","34269","2","Directed","Paul Goldmann–Nord und Süd","1"
"Paul Goldmann","11485","Mercure de France","34301","1","Directed","Paul Goldmann–Mercure de France","1"
"Paul Goldmann","11485","K.K. Hof-Oper","36689","1","Directed","Paul Goldmann–K.K. Hof-Oper","1"
"Paul Goldmann","11485","Landesgericht für Strafsachen","36842","1","Directed","Paul Goldmann–Landesgericht für Strafsachen","1"
"Paul Goldmann","11485","Polizeidirektion Berlin","36860","1","Directed","Paul Goldmann–Polizeidirektion Berlin","1"
"Paul Goldmann","11485","Staatsanwaltschaft Berlin","36867","1","Directed","Paul Goldmann–Staatsanwaltschaft Berlin","1"
"Paul Goldmann","11485","Staatsanwaltschaft","36869","1","Directed","Paul Goldmann–Staatsanwaltschaft","1"
"Paul Goldmann","11485","Theater an der Wien","36996","1","Directed","Paul Goldmann–Theater an der Wien","1"
"Paul Goldmann","11485","Raimund-Theater","39666","2","Directed","Paul Goldmann–Raimund-Theater","1"
"Paul Goldmann","11485","Theater in der Josefstadt","39689","2","Directed","Paul Goldmann–Theater in der Josefstadt","1"
"Paul Goldmann","11485","Freund & Jeckel","39772","4","Directed","Paul Goldmann–Freund & Jeckel","1"
"Paul Goldmann","11485","La Semaine Littéraire","40684","2","Directed","Paul Goldmann–La Semaine Littéraire","1"
"Paul Goldmann","11485","Wiener Secession","44948","1","Directed","Paul Goldmann–Wiener Secession","1"
"Paul Goldmann","11485","Deutsches Schauspielhaus in Hamburg","45530","1","Directed","Paul Goldmann–Deutsches Schauspielhaus in Hamburg","1"
"Paul Goldmann","11485","Berliner Morgenpost","46218","3","Directed","Paul Goldmann–Berliner Morgenpost","1"
"Paul Goldmann","11485","Det Kongelige Teater","58993","1","Directed","Paul Goldmann–Det Kongelige Teater","1"
"Paul Goldmann","11485","Philosophisch-historischer Verlag Dr. R. Salinger","87782","1","Directed","Paul Goldmann–Philosophisch-historischer Verlag Dr. R. Salinger","1"
"Paul Goldmann","11485","Théâtre de la Renaissance","87981","1","Directed","Paul Goldmann–Théâtre de la Renaissance","1"
"Paul Goldmann","11485","Comédie-Française","87992","1","Directed","Paul Goldmann–Comédie-Française","1"
"Paul Goldmann","11485","Theater Orange","88286","1","Directed","Paul Goldmann–Theater Orange","1"
"Paul Goldmann","11485","Heilsarmee","88717","1","Directed","Paul Goldmann–Heilsarmee","1"
"Paul Goldmann","11485","?? [Glasfabrik in Belgien]","88742","1","Directed","Paul Goldmann–?? [Glasfabrik in Belgien]","1"
"Paul Goldmann","11485","Musées royaux des Beaux-Arts de Belgique","88747","1","Directed","Paul Goldmann–Musées royaux des Beaux-Arts de Belgique","1"
"Paul Goldmann","11485","Agence Havas","88815","1","Directed","Paul Goldmann–Agence Havas","1"
"Paul Goldmann","11485","Orchestre municipal des pompiers de Bruxelles","88817","1","Directed","Paul Goldmann–Orchestre municipal des pompiers de Bruxelles","1"
"Paul Goldmann","11485","Telegraphenanstalt Nürnberg","88958","1","Directed","Paul Goldmann–Telegraphenanstalt Nürnberg","1"
"Paul Goldmann","11485","Jung Wien","89143","1","Directed","Paul Goldmann–Jung Wien","1"
"Paul Goldmann","11485","Puppenaustellung","89256","1","Directed","Paul Goldmann–Puppenaustellung","1"
"Paul Goldmann","11485","S. Schottländer","89394","1","Directed","Paul Goldmann–S. Schottländer","1"
"Paul Goldmann","11485","Casino de Biarritz","89403","1","Directed","Paul Goldmann–Casino de Biarritz","1"
"Paul Goldmann","11485","Verlag Wilhelm Friedrich","89810","1","Directed","Paul Goldmann–Verlag Wilhelm Friedrich","1"
"Paul Goldmann","11485","Hôtel du Dauphin","89840","1","Directed","Paul Goldmann–Hôtel du Dauphin","1"
"Paul Goldmann","11485","Flammarion","89863","1","Directed","Paul Goldmann–Flammarion","1"
"Paul Goldmann","11485","Deutscher Quartettverein in Paris","89961","1","Directed","Paul Goldmann–Deutscher Quartettverein in Paris","1"
"Paul Goldmann","11485","Wiener Salonblatt","90015","1","Directed","Paul Goldmann–Wiener Salonblatt","1"
"Paul Goldmann","11485","Artaria & Co.","92642","1","Directed","Paul Goldmann–Artaria & Co.","1"
"Paul Goldmann","11485","Schlierseer Bauerntheater","92985","1","Directed","Paul Goldmann–Schlierseer Bauerntheater","1"
"Paul Goldmann","11485","Französische Regierung","93317","1","Directed","Paul Goldmann–Französische Regierung","1"
"Paul Goldmann","11485","Österreichische Post","93492","1","Directed","Paul Goldmann–Österreichische Post","1"
"Paul Goldmann","11485","Théâtre des Escholiers","93536","1","Directed","Paul Goldmann–Théâtre des Escholiers","1"
"Paul Goldmann","11485","Institut Rudy","93593","1","Directed","Paul Goldmann–Institut Rudy","1"
"Paul Goldmann","11485","École libre des sciences politiques","93613","1","Directed","Paul Goldmann–École libre des sciences politiques","1"
"Paul Goldmann","11485","Ministère du Commerce, de l’Industrie et des Colonies","93754","1","Directed","Paul Goldmann–Ministère du Commerce, de l’Industrie et des Colonies","1"
"Paul Goldmann","11485","L’Aube","93786","1","Directed","Paul Goldmann–L’Aube","1"
"Paul Goldmann","11485","Nieuwe Rotterdamsche Courant","118076","1","Directed","Paul Goldmann–Nieuwe Rotterdamsche Courant","1"
"Paul Goldmann","11485","Französisches Finanzministerium","118432","1","Directed","Paul Goldmann–Französisches Finanzministerium","1"
"Paul Goldmann","11485","Schall und Rauch","118599","1","Directed","Paul Goldmann–Schall und Rauch","1"
"Paul Goldmann","11485","Anping Maru","118866","1","Directed","Paul Goldmann–Anping Maru","1"
"Paul Goldmann","11485","Richard-Wagner-Verein","140860","1","Directed","Paul Goldmann–Richard-Wagner-Verein","1"
"Paul Goldmann","11485","Mozartverein Darmstadt","140862","1","Directed","Paul Goldmann–Mozartverein Darmstadt","1"
"Paul Goldmann","11485","Lessing-Gesellschaft für Kunst und Wissenschaft","141511","1","Directed","Paul Goldmann–Lessing-Gesellschaft für Kunst und Wissenschaft","1"
"Paul Goldmann","11485","Freie literarische Vereinigung zu Breslau","141698","1","Directed","Paul Goldmann–Freie literarische Vereinigung zu Breslau","1"
"Paul Goldmann","11485","Graphische Gesellschaft (Berlin)","141916","1","Directed","Paul Goldmann–Graphische Gesellschaft (Berlin)","1"
"Paul Goldmann","11485","Weinlaube","141921","1","Directed","Paul Goldmann–Weinlaube","1"
"Paul Goldmann","11485","Congrès du Parlement français","141936","1","Directed","Paul Goldmann–Congrès du Parlement français","1"
"Paul Goldmann","11485","Conseil de guerre de la Xe région militaire de Rennes","142365","1","Directed","Paul Goldmann–Conseil de guerre de la Xe région militaire de Rennes","1"
"Paul Goldmann","11485","Secessionsbühne","142554","1","Directed","Paul Goldmann–Secessionsbühne","1"
"Paul Goldmann","11485","Robert Lutz","143489","1","Directed","Paul Goldmann–Robert Lutz","1"
"Paul Goldmann","11485","k. u. k. Kriegsministerium","144006","1","Directed","Paul Goldmann–k. u. k. Kriegsministerium","1"
"Paul Goldmann","11485","Hermann Tietz und Co.","144442","1","Directed","Paul Goldmann–Hermann Tietz und Co.","1"
"Paul Goldmann","11485","Bohemia","145368","1","Directed","Paul Goldmann–Bohemia","1"
"Paul Goldmann","11485","Hotel Fürstenhof","145716","1","Directed","Paul Goldmann–Hotel Fürstenhof","1"
"Paul Goldmann","11485","Goethe-Bund","146891","1","Directed","Paul Goldmann–Goethe-Bund","1"
"Paul Goldmann","11485","J. C. C. Bruns","146925","1","Directed","Paul Goldmann–J. C. C. Bruns","1"
"Paul Goldmann","11485","National-Zeitung","147105","1","Directed","Paul Goldmann–National-Zeitung","1"
"Paul Goldmann","11485","k. k. Post- und Telegraphenverwaltung","147593","1","Directed","Paul Goldmann–k. k. Post- und Telegraphenverwaltung","1"
"Paul Goldmann","11485","Hotel Sacher","147608","1","Directed","Paul Goldmann–Hotel Sacher","1"
"Paul Goldmann","11485","Preußische Polzei","147991","1","Directed","Paul Goldmann–Preußische Polzei","1"
"Paul Goldmann","11485","Mendelbahn","148516","1","Directed","Paul Goldmann–Mendelbahn","1"
