Source,CorrID,Target,OrgID,Overallcount,Type,Label,Weight
"Julius Rodenberg","9550","Deutsche Rundschau","34931","5","Directed","Julius Rodenberg–Deutsche Rundschau","5"
"Julius Rodenberg","9550","Gebrüder Paetel Verlag","29660","3","Directed","Julius Rodenberg–Gebrüder Paetel Verlag","3"
