Source,CorrID,Target,OrgID,Overallcount,Type,Label,Weight
"Karl Kraus","11988","Magazin für die Literatur des Auslandes","29625","7","Directed","Karl Kraus–Magazin für die Literatur des Auslandes","5"
"Karl Kraus","11988","Wiener Allgemeine Zeitung","29670","23","Directed","Karl Kraus–Wiener Allgemeine Zeitung","3"
"Karl Kraus","11988","Wiener Tagblatt","29312","2","Directed","Karl Kraus–Wiener Tagblatt","2"
"Karl Kraus","11988","Neue litterarische Blätter","29563","2","Directed","Karl Kraus–Neue litterarische Blätter","2"
"Karl Kraus","11988","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Karl Kraus–»Freie Bühne« Verein für moderne Literatur","2"
"Karl Kraus","11988","Neue Freie Presse","29351","72","Directed","Karl Kraus–Neue Freie Presse","1"
"Karl Kraus","11988","Berliner Börsen-Courier","29406","7","Directed","Karl Kraus–Berliner Börsen-Courier","1"
"Karl Kraus","11988","Die Gesellschaft","29440","1","Directed","Karl Kraus–Die Gesellschaft","1"
"Karl Kraus","11988","Freie Bühne","29561","3","Directed","Karl Kraus–Freie Bühne","1"
"Karl Kraus","11988","Wiener Kunst","29565","1","Directed","Karl Kraus–Wiener Kunst","1"
"Karl Kraus","11988","Die Gesellschaft [Wien]","29566","1","Directed","Karl Kraus–Die Gesellschaft [Wien]","1"
"Karl Kraus","11988","Monatsblätter","29580","1","Directed","Karl Kraus–Monatsblätter","1"
"Karl Kraus","11988","Kühtmann","29582","1","Directed","Karl Kraus–Kühtmann","1"
"Karl Kraus","11988","Ansorge-Verein","29596","1","Directed","Karl Kraus–Ansorge-Verein","1"
"Karl Kraus","11988","Franz-Grillparzer-Preis","29677","14","Directed","Karl Kraus–Franz-Grillparzer-Preis","1"
"Karl Kraus","11988","Bibliographisches Bureau","29716","6","Directed","Karl Kraus–Bibliographisches Bureau","1"
"Karl Kraus","11988","Illustrirtes Wiener Extrablatt","29720","2","Directed","Karl Kraus–Illustrirtes Wiener Extrablatt","1"
"Karl Kraus","11988","Lessing-Theater","35053","25","Directed","Karl Kraus–Lessing-Theater","1"
