Source,CorrID,Target,OrgID,Overallcount,Type,Label,Weight
"Joseph Victor Widmann","3557","Der Bund","43382","1","Directed","Joseph Victor Widmann–Der Bund","1"
"Joseph Victor Widmann","3557","Stadttheater Bern","43426","1","Directed","Joseph Victor Widmann–Stadttheater Bern","1"
