Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Gerhart Hauptmann","11617","Generalprobe von Spuk, 2.12.1929","43870","1","Directed","Gerhart Hauptmann–Generalprobe von Spuk, 2.12.1929","1"
"Gerhart Hauptmann","11617","Uraufführung Der arme Heinrich, 29.11.1902","41434","2","Directed","Gerhart Hauptmann–Uraufführung Der arme Heinrich, 29.11.1902","1"
