Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Hugo von Hofmannsthal","11740","Uraufführung von Zwischenspiel, 12.10.1905","35173","7","Directed","Hugo von Hofmannsthal–Uraufführung von Zwischenspiel, 12.10.1905","3"
"Hugo von Hofmannsthal","11740","Aufführung von Hamlet, 21.1.1894","118263","2","Directed","Hugo von Hofmannsthal–Aufführung von Hamlet, 21.1.1894","2"
"Hugo von Hofmannsthal","11740","Lesung von Hirschfeld, Hofmannsthal, Schnitzler und Bahr, 28.3.1897","59292","2","Directed","Hugo von Hofmannsthal–Lesung von Hirschfeld, Hofmannsthal, Schnitzler und Bahr, 28.3.1897","2"
"Hugo von Hofmannsthal","11740","Aufführung von Francesca da Rimini, 2.4.1902","44795","2","Directed","Hugo von Hofmannsthal–Aufführung von Francesca da Rimini, 2.4.1902","2"
"Hugo von Hofmannsthal","11740","Private Lesung von Sensationen, 2.1.1892","364753","1","Directed","Hugo von Hofmannsthal–Private Lesung von Sensationen, 2.1.1892","1"
"Hugo von Hofmannsthal","11740","Juristenball, 11.1.1893","333805","1","Directed","Hugo von Hofmannsthal–Juristenball, 11.1.1893","1"
"Hugo von Hofmannsthal","11740","Hausball Stein, 7.1.1893","333801","1","Directed","Hugo von Hofmannsthal–Hausball Stein, 7.1.1893","1"
"Hugo von Hofmannsthal","11740","Probe von Professor Bernhardi, 18.11.1918","239223","1","Directed","Hugo von Hofmannsthal–Probe von Professor Bernhardi, 18.11.1918","1"
"Hugo von Hofmannsthal","11740","Aufführung von Die Jüdin von Toledo, 14.10.1897","208965","1","Directed","Hugo von Hofmannsthal–Aufführung von Die Jüdin von Toledo, 14.10.1897","1"
"Hugo von Hofmannsthal","11740","Lesung von Emanuel Reicher, 7.2.1892","190928","2","Directed","Hugo von Hofmannsthal–Lesung von Emanuel Reicher, 7.2.1892","1"
"Hugo von Hofmannsthal","11740","Private Lesung von Der einsame Weg, 12.11.1903","169475","1","Directed","Hugo von Hofmannsthal–Private Lesung von Der einsame Weg, 12.11.1903","1"
"Hugo von Hofmannsthal","11740","Aufführung von Madame Sans-Gêne, 16.1.1894","118274","1","Directed","Hugo von Hofmannsthal–Aufführung von Madame Sans-Gêne, 16.1.1894","1"
"Hugo von Hofmannsthal","11740","Premiere von Der ungläubige Thomas, 15.1.1894","118269","1","Directed","Hugo von Hofmannsthal–Premiere von Der ungläubige Thomas, 15.1.1894","1"
"Hugo von Hofmannsthal","11740","Premiere von College Crampton, 8.2.1892","48776","1","Directed","Hugo von Hofmannsthal–Premiere von College Crampton, 8.2.1892","1"
"Hugo von Hofmannsthal","11740","Private Lesung Das Schicksal des Freiherrn von Leisenbohg, Ritterlichkeit, 11.4.1904","47850","2","Directed","Hugo von Hofmannsthal–Private Lesung Das Schicksal des Freiherrn von Leisenbohg, Ritterlichkeit, 11.4.1904","1"
"Hugo von Hofmannsthal","11740","Generalprobe von Palestrina, 27.2.1919","47813","1","Directed","Hugo von Hofmannsthal–Generalprobe von Palestrina, 27.2.1919","1"
"Hugo von Hofmannsthal","11740","Gastspiel Suzanne Desprès, 16.4.1909","46496","1","Directed","Hugo von Hofmannsthal–Gastspiel Suzanne Desprès, 16.4.1909","1"
"Hugo von Hofmannsthal","11740","Premiere von Abschiedssouper, Uraufführung Weihnachtseinkäufe, 16.1.1898","45952","2","Directed","Hugo von Hofmannsthal–Premiere von Abschiedssouper, Uraufführung Weihnachtseinkäufe, 16.1.1898","1"
"Hugo von Hofmannsthal","11740","Aufführung von Heimat, 7.8.1905","45136","1","Directed","Hugo von Hofmannsthal–Aufführung von Heimat, 7.8.1905","1"
"Hugo von Hofmannsthal","11740","Generalprobe von Über unsere Kraft, 2.4.1902","44801","1","Directed","Hugo von Hofmannsthal–Generalprobe von Über unsere Kraft, 2.4.1902","1"
"Hugo von Hofmannsthal","11740","Premiere von Au Perroquet Vert, 7.11.1903","44739","2","Directed","Hugo von Hofmannsthal–Premiere von Au Perroquet Vert, 7.11.1903","1"
"Hugo von Hofmannsthal","11740","Berliner Uraufführung von Der Abenteurer und die Sängerin und Die Hochzeit der Sobeide, 18.3.1899","43926","1","Directed","Hugo von Hofmannsthal–Berliner Uraufführung von Der Abenteurer und die Sängerin und Die Hochzeit der Sobeide, 18.3.1899","1"
"Hugo von Hofmannsthal","11740","Uraufführung Der arme Heinrich, 29.11.1902","41434","2","Directed","Hugo von Hofmannsthal–Uraufführung Der arme Heinrich, 29.11.1902","1"
"Hugo von Hofmannsthal","11740","Uraufführung vom Die Frau ohne Schatten, 10.10.1919","40641","1","Directed","Hugo von Hofmannsthal–Uraufführung vom Die Frau ohne Schatten, 10.10.1919","1"
"Hugo von Hofmannsthal","11740","Uraufführung von Die Schwestern oder Casanova in Spa, 26.3.1920","35424","2","Directed","Hugo von Hofmannsthal–Uraufführung von Die Schwestern oder Casanova in Spa, 26.3.1920","1"
"Hugo von Hofmannsthal","11740","Uraufführung von Professor Bernhardi, 28.11.1912","35355","3","Directed","Hugo von Hofmannsthal–Uraufführung von Professor Bernhardi, 28.11.1912","1"
"Hugo von Hofmannsthal","11740","Uraufführung von Der junge Medardus, 24.11.1910","35251","4","Directed","Hugo von Hofmannsthal–Uraufführung von Der junge Medardus, 24.11.1910","1"
"Hugo von Hofmannsthal","11740","Premiere von Der zerbrochene Krug, Der grüne Kakadu, 14.10.1905","35077","2","Directed","Hugo von Hofmannsthal–Premiere von Der zerbrochene Krug, Der grüne Kakadu, 14.10.1905","1"
