Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Karl Kraus","11988","2. Liliencron-Abend, 14.4.1904","300186","1","Directed","Karl Kraus–2. Liliencron-Abend, 14.4.1904","1"
"Karl Kraus","11988","Aufführung von Die Räuber, 14.1.1893","40436","2","Directed","Karl Kraus–Aufführung von Die Räuber, 14.1.1893","1"
