Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Georg Brandes","10992","Premiere von The Call of Life, 9.10.1925","353191","1","Directed","Georg Brandes–Premiere von The Call of Life, 9.10.1925","1"
"Georg Brandes","10992","Uraufführung von Komödie der Worte, 12.10.1915","35412","2","Directed","Georg Brandes–Uraufführung von Komödie der Worte, 12.10.1915","1"
