Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Thomas Mann","12176","Der Zauberberg. Roman","33247","7","Directed","Thomas Mann–Der Zauberberg. Roman","7"
"Thomas Mann","12176","Die neue Rundschau","36156","15","Directed","Thomas Mann–Die neue Rundschau","5"
"Thomas Mann","12176","Casanovas Heimfahrt","30971","11","Directed","Thomas Mann–Casanovas Heimfahrt","3"
"Thomas Mann","12176","Von deutscher Republik. Gerhart Hauptmann zum sechzigsten Geburtstag","33600","3","Directed","Thomas Mann–Von deutscher Republik. Gerhart Hauptmann zum sechzigsten Geburtstag","3"
"Thomas Mann","12176","Komödie der Verführung. In drei Akten","30205","12","Directed","Thomas Mann–Komödie der Verführung. In drei Akten","2"
"Thomas Mann","12176","Das weite Land. Tragikomödie in fünf Akten","30207","30","Directed","Thomas Mann–Das weite Land. Tragikomödie in fünf Akten","2"
"Thomas Mann","12176","Bekenntnisse des Hochstaplers Felix Krull","30849","2","Directed","Thomas Mann–Bekenntnisse des Hochstaplers Felix Krull","2"
"Thomas Mann","12176","Arthur Schnitzler. Zu seinem sechzigsten Geburtstag (15. Mai 1922)","31455","2","Directed","Thomas Mann–Arthur Schnitzler. Zu seinem sechzigsten Geburtstag (15. Mai 1922)","2"
"Thomas Mann","12176","Betrachtungen eines Unpolitischen","33598","2","Directed","Thomas Mann–Betrachtungen eines Unpolitischen","2"
"Thomas Mann","12176","Lebendige Stunden. Vier Einakter","29863","38","Directed","Thomas Mann–Lebendige Stunden. Vier Einakter","1"
"Thomas Mann","12176","Der Weg ins Freie. Roman","29923","47","Directed","Thomas Mann–Der Weg ins Freie. Roman","1"
"Thomas Mann","12176","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","29937","40","Directed","Thomas Mann–Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","1"
"Thomas Mann","12176","Der einsame Weg. Schauspiel in fünf Akten","29985","58","Directed","Thomas Mann–Der einsame Weg. Schauspiel in fünf Akten","1"
"Thomas Mann","12176","Buch der Sprüche und Bedenken","30053","14","Directed","Thomas Mann–Buch der Sprüche und Bedenken","1"
"Thomas Mann","12176","Doktor Gräsler, Badearzt","30201","4","Directed","Thomas Mann–Doktor Gräsler, Badearzt","1"
"Thomas Mann","12176","Professor Bernhardi. Komödie in fünf Akten","30203","18","Directed","Thomas Mann–Professor Bernhardi. Komödie in fünf Akten","1"
"Thomas Mann","12176","Die Hirtenflöte. Novelle","30213","1","Directed","Thomas Mann–Die Hirtenflöte. Novelle","1"
"Thomas Mann","12176","Therese. Chronik eines Frauenlebens","30817","7","Directed","Thomas Mann–Therese. Chronik eines Frauenlebens","1"
"Thomas Mann","12176","Traumnovelle","30851","5","Directed","Thomas Mann–Traumnovelle","1"
"Thomas Mann","12176","Bambi. Eine Lebensgeschichte aus dem Walde","31519","2","Directed","Thomas Mann–Bambi. Eine Lebensgeschichte aus dem Walde","1"
"Thomas Mann","12176","Wilhelm Meister","31673","2","Directed","Thomas Mann–Wilhelm Meister","1"
"Thomas Mann","12176","Frau Beate und ihr Sohn. Novelle","32133","5","Directed","Thomas Mann–Frau Beate und ihr Sohn. Novelle","1"
"Thomas Mann","12176","Buddenbrooks","33187","2","Directed","Thomas Mann–Buddenbrooks","1"
"Thomas Mann","12176","Wälsungenblut","33584","1","Directed","Thomas Mann–Wälsungenblut","1"
"Thomas Mann","12176","Vorspiel zu einem Drama »Der junge Medardus«","33586","1","Directed","Thomas Mann–Vorspiel zu einem Drama »Der junge Medardus«","1"
"Thomas Mann","12176","Schauspielerin","33588","1","Directed","Thomas Mann–Schauspielerin","1"
"Thomas Mann","12176","Die kleine Stadt","33590","1","Directed","Thomas Mann–Die kleine Stadt","1"
"Thomas Mann","12176","Der Tod in Venedig","33592","1","Directed","Thomas Mann–Der Tod in Venedig","1"
"Thomas Mann","12176","Tagebuch","33594","1","Directed","Thomas Mann–Tagebuch","1"
"Thomas Mann","12176","Scapins Streiche","33596","1","Directed","Thomas Mann–Scapins Streiche","1"
"Thomas Mann","12176","Buddenbrooks","33602","1","Directed","Thomas Mann–Buddenbrooks","1"
