Source,Target,Type,Label,Weight
"Friedrich M. Fels","Liebelei. Schauspiel in drei Akten","Directed","Friedrich M. Fels–Liebelei. Schauspiel in drei Akten","3"
"Friedrich M. Fels","Sterben. Novelle","Directed","Friedrich M. Fels–Sterben. Novelle","2"
"Friedrich M. Fels","Skandinavien in Deutschland","Directed","Friedrich M. Fels–Skandinavien in Deutschland","2"
"Friedrich M. Fels","Neue Zürcher Zeitung","Directed","Friedrich M. Fels–Neue Zürcher Zeitung","2"
"Friedrich M. Fels","Das Märchen. Schauspiel in drei Aufzügen","Directed","Friedrich M. Fels–Das Märchen. Schauspiel in drei Aufzügen","1"
"Friedrich M. Fels","Anatol","Directed","Friedrich M. Fels–Anatol","1"
"Friedrich M. Fels","Hagars Sohn. Schauspiel in vier Acten","Directed","Friedrich M. Fels–Hagars Sohn. Schauspiel in vier Acten","1"
"Friedrich M. Fels","Ein Regentag. Charakterbild","Directed","Friedrich M. Fels–Ein Regentag. Charakterbild","1"
"Friedrich M. Fels","Die drei Elixire","Directed","Friedrich M. Fels–Die drei Elixire","1"
"Friedrich M. Fels","Die kleine Komödie","Directed","Friedrich M. Fels–Die kleine Komödie","1"
"Friedrich M. Fels","Neue Deutsche Rundschau","Directed","Friedrich M. Fels–Neue Deutsche Rundschau","1"
"Friedrich M. Fels","Wiener Allgemeine Zeitung","Directed","Friedrich M. Fels–Wiener Allgemeine Zeitung","1"
"Friedrich M. Fels","Die Presse","Directed","Friedrich M. Fels–Die Presse","1"
"Friedrich M. Fels","Ein Pyrrhus-Sieg. Geschichte eines glücklichen Pechvogels","Directed","Friedrich M. Fels–Ein Pyrrhus-Sieg. Geschichte eines glücklichen Pechvogels","1"
"Friedrich M. Fels","Friedrich Nietzsche","Directed","Friedrich M. Fels–Friedrich Nietzsche","1"
"Friedrich M. Fels","Die Gegenwart. Zeitschrift für Literatur, Wirtschaftsleben und Kunst","Directed","Friedrich M. Fels–Die Gegenwart. Zeitschrift für Literatur, Wirtschaftsleben und Kunst","1"
"Friedrich M. Fels","Sterben. Novelle von Arthur Schnitzler","Directed","Friedrich M. Fels–Sterben. Novelle von Arthur Schnitzler","1"
"Friedrich M. Fels","Adhimukti","Directed","Friedrich M. Fels–Adhimukti","1"
"Friedrich M. Fels","Neue Revue. Wiener Literatur-Zeitung","Directed","Friedrich M. Fels–Neue Revue. Wiener Literatur-Zeitung","1"
"Friedrich M. Fels","Zeichen der Zeit","Directed","Friedrich M. Fels–Zeichen der Zeit","1"
"Friedrich M. Fels","Ästhetische Zeitfragen","Directed","Friedrich M. Fels–Ästhetische Zeitfragen","1"
"Friedrich M. Fels","Die Volkslieder der Bulgaren","Directed","Friedrich M. Fels–Die Volkslieder der Bulgaren","1"
"Friedrich M. Fels","Uriel Acosta. Trauerspiel in fünf Aufzügen","Directed","Friedrich M. Fels–Uriel Acosta. Trauerspiel in fünf Aufzügen","1"
"Friedrich M. Fels","Bulgarische Volksdichtungen","Directed","Friedrich M. Fels–Bulgarische Volksdichtungen","1"
"Friedrich M. Fels","Albert Schnell’s Untergang. Eine Geschichte ohne Handlung","Directed","Friedrich M. Fels–Albert Schnell’s Untergang. Eine Geschichte ohne Handlung","1"
"Friedrich M. Fels","Burgtheater. (»Liebelei«, Schauspiel in drei Aufzügen von Arthur Schnitzler. – »Rechte der Seele«, Schauspiel in einem Act von Giuseppe Giacosa, deutsch von Otto Eisenschitz.)","Directed","Friedrich M. Fels–Burgtheater. (»Liebelei«, Schauspiel in drei Aufzügen von Arthur Schnitzler. – »Rechte der Seele«, Schauspiel in einem Act von Giuseppe Giacosa, deutsch von Otto Eisenschitz.)","1"
