Source,Target,Type,Label,Weight
"Lou Andreas-Salomé","Liebelei. Schauspiel in drei Akten","Directed","Lou Andreas-Salomé–Liebelei. Schauspiel in drei Akten","4"
"Lou Andreas-Salomé","Das Märchen. Schauspiel in drei Aufzügen","Directed","Lou Andreas-Salomé–Das Märchen. Schauspiel in drei Aufzügen","2"
"Lou Andreas-Salomé","Anatol","Directed","Lou Andreas-Salomé–Anatol","2"
"Lou Andreas-Salomé","Der Ruf des Lebens. Schauspiel in drei Akten","Directed","Lou Andreas-Salomé–Der Ruf des Lebens. Schauspiel in drei Akten","1"
"Lou Andreas-Salomé","Denksteine","Directed","Lou Andreas-Salomé–Denksteine","1"
"Lou Andreas-Salomé","Weihnachts-Einkäufe","Directed","Lou Andreas-Salomé–Weihnachts-Einkäufe","1"
"Lou Andreas-Salomé","Halb Zwei","Directed","Lou Andreas-Salomé–Halb Zwei","1"
"Lou Andreas-Salomé","Die überspannte Person","Directed","Lou Andreas-Salomé–Die überspannte Person","1"
"Lou Andreas-Salomé","Frau Bertha Garlan. Roman","Directed","Lou Andreas-Salomé–Frau Bertha Garlan. Roman","1"
"Lou Andreas-Salomé","Hanneles Himmelfahrt. Traumdichtung in zwei Teilen","Directed","Lou Andreas-Salomé–Hanneles Himmelfahrt. Traumdichtung in zwei Teilen","1"
"Lou Andreas-Salomé","Und Pippa tanzt!","Directed","Lou Andreas-Salomé–Und Pippa tanzt!","1"
"Lou Andreas-Salomé","Florian Geyer. Die Tragödie des Bauernkrieges","Directed","Lou Andreas-Salomé–Florian Geyer. Die Tragödie des Bauernkrieges","1"
"Lou Andreas-Salomé","Lebenswende. Tragikomödie in 5 Akten","Directed","Lou Andreas-Salomé–Lebenswende. Tragikomödie in 5 Akten","1"
"Lou Andreas-Salomé","Neue Deutsche Rundschau","Directed","Lou Andreas-Salomé–Neue Deutsche Rundschau","1"
