Source,Target,Type,Label,Weight
"Felix Braun","Fräulein Else","Directed","Felix Braun–Fräulein Else","4"
"Felix Braun","Komödie der Verführung. In drei Akten","Directed","Felix Braun–Komödie der Verführung. In drei Akten","2"
"Felix Braun","Gesammelte Werke","Directed","Felix Braun–Gesammelte Werke","2"
"Felix Braun","Die Frau des Richters. Novelle","Directed","Felix Braun–Die Frau des Richters. Novelle","2"
"Felix Braun","Der Gang zum Weiher. Dramatische Dichtung","Directed","Felix Braun–Der Gang zum Weiher. Dramatische Dichtung","2"
"Felix Braun","Die Schwestern oder Casanova in Spa. Lustspiel in Versen","Directed","Felix Braun–Die Schwestern oder Casanova in Spa. Lustspiel in Versen","2"
"Felix Braun","Casanovas Heimfahrt","Directed","Felix Braun–Casanovas Heimfahrt","2"
"Felix Braun","Der einsame Weg. Schauspiel in fünf Akten","Directed","Felix Braun–Der einsame Weg. Schauspiel in fünf Akten","1"
"Felix Braun","Buch der Sprüche und Bedenken","Directed","Felix Braun–Buch der Sprüche und Bedenken","1"
"Felix Braun","Sterben. Novelle","Directed","Felix Braun–Sterben. Novelle","1"
"Felix Braun","Doktor Gräsler, Badearzt","Directed","Felix Braun–Doktor Gräsler, Badearzt","1"
"Felix Braun","Spiel im Morgengrauen. Novelle","Directed","Felix Braun–Spiel im Morgengrauen. Novelle","1"
"Felix Braun","Zum Abschied","Directed","Felix Braun–Zum Abschied","1"
"Felix Braun","Wunderstunden. Drei Erzählungen","Directed","Felix Braun–Wunderstunden. Drei Erzählungen","1"
"Felix Braun","Tantalos","Directed","Felix Braun–Tantalos","1"
"Felix Braun","Die Taten des Herakles. Roman","Directed","Felix Braun–Die Taten des Herakles. Roman","1"
