Source,Target,Type,Label,Weight
"Stefan Grossmann","Lieutenant Gustl. Novelle","Directed","Stefan Grossmann–Lieutenant Gustl. Novelle","4"
"Stefan Grossmann","Das neue Lied","Directed","Stefan Grossmann–Das neue Lied","4"
"Stefan Grossmann","Das Tage-Buch","Directed","Stefan Grossmann–Das Tage-Buch","4"
"Stefan Grossmann","Reigen. Zehn Dialoge","Directed","Stefan Grossmann–Reigen. Zehn Dialoge","3"
"Stefan Grossmann","Die letzten Masken","Directed","Stefan Grossmann–Die letzten Masken","3"
"Stefan Grossmann","Buch der Sprüche und Bedenken","Directed","Stefan Grossmann–Buch der Sprüche und Bedenken","3"
"Stefan Grossmann","Das weite Land. Tragikomödie in fünf Akten","Directed","Stefan Grossmann–Das weite Land. Tragikomödie in fünf Akten","3"
"Stefan Grossmann","Neue Freie Presse","Directed","Stefan Grossmann–Neue Freie Presse","3"
"Stefan Grossmann","Literatur","Directed","Stefan Grossmann–Literatur","2"
"Stefan Grossmann","Excentric","Directed","Stefan Grossmann–Excentric","2"
"Stefan Grossmann","Professor Bernhardi. Komödie in fünf Akten","Directed","Stefan Grossmann–Professor Bernhardi. Komödie in fünf Akten","2"
"Stefan Grossmann","Ein halber Held. Tragödie","Directed","Stefan Grossmann–Ein halber Held. Tragödie","2"
"Stefan Grossmann","Reigen","Directed","Stefan Grossmann–Reigen","2"
"Stefan Grossmann","Schnitzlers »Weites Land«. Erste Aufführung im Burgtheater","Directed","Stefan Grossmann–Schnitzlers »Weites Land«. Erste Aufführung im Burgtheater","2"
"Stefan Grossmann","Bemerkungen. (Aus dem noch unveröffentlichten „Buch der Sprüche und Bedenken“.)","Directed","Stefan Grossmann–Bemerkungen. (Aus dem noch unveröffentlichten „Buch der Sprüche und Bedenken“.)","2"
"Stefan Grossmann","Lebendige Stunden. Vier Einakter","Directed","Stefan Grossmann–Lebendige Stunden. Vier Einakter","1"
"Stefan Grossmann","Der Puppenspieler. Studie in einem Aufzuge","Directed","Stefan Grossmann–Der Puppenspieler. Studie in einem Aufzuge","1"
"Stefan Grossmann","Der Ruf des Lebens. Schauspiel in drei Akten","Directed","Stefan Grossmann–Der Ruf des Lebens. Schauspiel in drei Akten","1"
"Stefan Grossmann","Die griechische Tänzerin. Novellette","Directed","Stefan Grossmann–Die griechische Tänzerin. Novellette","1"
"Stefan Grossmann","Komödie der Worte. Drei Einakter","Directed","Stefan Grossmann–Komödie der Worte. Drei Einakter","1"
"Stefan Grossmann","Die Frage an das Schicksal","Directed","Stefan Grossmann–Die Frage an das Schicksal","1"
"Stefan Grossmann","Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","Directed","Stefan Grossmann–Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","1"
"Stefan Grossmann","Berichtigung. Ein paar Worte zum Gutachten Maximilian Hardens über den »Reigen«","Directed","Stefan Grossmann–Berichtigung. Ein paar Worte zum Gutachten Maximilian Hardens über den »Reigen«","1"
"Stefan Grossmann","Dämmerseele","Directed","Stefan Grossmann–Dämmerseele","1"
"Stefan Grossmann","Die Zukunft","Directed","Stefan Grossmann–Die Zukunft","1"
"Stefan Grossmann","Arthur Schnitzler: Der Ruf des Lebens. Zur ersten Aufführung im Deutschen Volkstheater","Directed","Stefan Grossmann–Arthur Schnitzler: Der Ruf des Lebens. Zur ersten Aufführung im Deutschen Volkstheater","1"
"Stefan Grossmann","Der Strom. Organ der Wiener Freien Volksbühne","Directed","Stefan Grossmann–Der Strom. Organ der Wiener Freien Volksbühne","1"
"Stefan Grossmann","Hänischs Reigen. Eine unsittliche Szenenfolge","Directed","Stefan Grossmann–Hänischs Reigen. Eine unsittliche Szenenfolge","1"
"Stefan Grossmann","Bemerkungen","Directed","Stefan Grossmann–Bemerkungen","1"
"Stefan Grossmann","Schnitzlers Unterleibsbeschwerden","Directed","Stefan Grossmann–Schnitzlers Unterleibsbeschwerden","1"
