Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Karl Kraus","11988","Anatol","29935","96","Directed","Karl Kraus–Anatol","8"
"Karl Kraus","11988","Das Märchen. Schauspiel in drei Aufzügen","29823","85","Directed","Karl Kraus–Das Märchen. Schauspiel in drei Aufzügen","4"
"Karl Kraus","11988","Magazin für die Literatur des Auslandes","40968","6","Directed","Karl Kraus–Magazin für die Literatur des Auslandes","4"
"Karl Kraus","11988","Abschiedssouper","30005","23","Directed","Karl Kraus–Abschiedssouper","3"
"Karl Kraus","11988","Wiener Lyriker","33436","3","Directed","Karl Kraus–Wiener Lyriker","3"
"Karl Kraus","11988","Wiener Dichter","33444","3","Directed","Karl Kraus–Wiener Dichter","3"
"Karl Kraus","11988","Arthur Schnitzler, Anatol","33552","3","Directed","Karl Kraus–Arthur Schnitzler, Anatol","3"
"Karl Kraus","11988","Der Schleier der Beatrice. Schauspiel in fünf Akten","29857","115","Directed","Karl Kraus–Der Schleier der Beatrice. Schauspiel in fünf Akten","2"
"Karl Kraus","11988","Die Räuber. Ein Schauspiel","31431","5","Directed","Karl Kraus–Die Räuber. Ein Schauspiel","2"
"Karl Kraus","11988","Die Gesellschaft. Monatsschrift für Litteratur, Kunst und Sozialpolitik","35919","4","Directed","Karl Kraus–Die Gesellschaft. Monatsschrift für Litteratur, Kunst und Sozialpolitik","2"
"Karl Kraus","11988","Die Weber. Schauspiel aus den vierziger Jahren","29827","5","Directed","Karl Kraus–Die Weber. Schauspiel aus den vierziger Jahren","1"
"Karl Kraus","11988","Sensationen","30171","2","Directed","Karl Kraus–Sensationen","1"
"Karl Kraus","11988","Das Kind","30437","16","Directed","Karl Kraus–Das Kind","1"
"Karl Kraus","11988","Rausch","30597","2","Directed","Karl Kraus–Rausch","1"
"Karl Kraus","11988","Götz von Berlichingen","31071","1","Directed","Karl Kraus–Götz von Berlichingen","1"
"Karl Kraus","11988","Die drei Elixire","31965","11","Directed","Karl Kraus–Die drei Elixire","1"
"Karl Kraus","11988","Dora","31989","2","Directed","Karl Kraus–Dora","1"
"Karl Kraus","11988","Aus Ischl, 14. Juli, schreibt man uns: …","32027","3","Directed","Karl Kraus–Aus Ischl, 14. Juli, schreibt man uns: …","1"
"Karl Kraus","11988","Von Hermann Bahr und seiner Bücherei","32222","1","Directed","Karl Kraus–Von Hermann Bahr und seiner Bücherei","1"
"Karl Kraus","11988","Moderner Musen-Almanach auf das Jahr 1894. Ein Jahrbuch deutscher Kunst","32252","4","Directed","Karl Kraus–Moderner Musen-Almanach auf das Jahr 1894. Ein Jahrbuch deutscher Kunst","1"
"Karl Kraus","11988","Arthur Schnitzler","32612","1","Directed","Karl Kraus–Arthur Schnitzler","1"
"Karl Kraus","11988","Fräulein Frau","32702","1","Directed","Karl Kraus–Fräulein Frau","1"
"Karl Kraus","11988","Gedichte","33438","1","Directed","Karl Kraus–Gedichte","1"
"Karl Kraus","11988","[Abschiedsouper in Ischl]","33440","2","Directed","Karl Kraus–[Abschiedsouper in Ischl]","1"
"Karl Kraus","11988","Ischler Brief","33442","3","Directed","Karl Kraus–Ischler Brief","1"
"Karl Kraus","11988","Ischler Sommertheater","33446","1","Directed","Karl Kraus–Ischler Sommertheater","1"
"Karl Kraus","11988","Wiener Theater. – Luise Sigert. Auferstanden!","33462","1","Directed","Karl Kraus–Wiener Theater. – Luise Sigert. Auferstanden!","1"
"Karl Kraus","11988","[Man schreibt uns aus Ischl]","33470","4","Directed","Karl Kraus–[Man schreibt uns aus Ischl]","1"
"Karl Kraus","11988","Kriemhilde","33528","1","Directed","Karl Kraus–Kriemhilde","1"
"Karl Kraus","11988","[Meldung: Märchen im Lessingtheater]","33532","1","Directed","Karl Kraus–[Meldung: Märchen im Lessingtheater]","1"
"Karl Kraus","11988","Karl Kraus","33534","1","Directed","Karl Kraus–Karl Kraus","1"
"Karl Kraus","11988","Gefühle","33536","1","Directed","Karl Kraus–Gefühle","1"
"Karl Kraus","11988","Arthur Schnitzler: Anatol","33538","1","Directed","Karl Kraus–Arthur Schnitzler: Anatol","1"
"Karl Kraus","11988","Das Märchen","33540","1","Directed","Karl Kraus–Das Märchen","1"
"Karl Kraus","11988","Prolog [zum Anatol]","33544","1","Directed","Karl Kraus–Prolog [zum Anatol]","1"
"Karl Kraus","11988","Die Orientreise","33546","1","Directed","Karl Kraus–Die Orientreise","1"
"Karl Kraus","11988","Das Burgtheater und die letzte Saison","33550","1","Directed","Karl Kraus–Das Burgtheater und die letzte Saison","1"
"Karl Kraus","11988","Salomé. Drame en une acte","33554","1","Directed","Karl Kraus–Salomé. Drame en une acte","1"
"Karl Kraus","11988","Nachtasyl. Szenen aus der Tiefe in vier Aufzügen","33556","1","Directed","Karl Kraus–Nachtasyl. Szenen aus der Tiefe in vier Aufzügen","1"
"Karl Kraus","11988","Eingesandte Neuerscheinungen [Arthur Schnitzler: Anatol]","34070","1","Directed","Karl Kraus–Eingesandte Neuerscheinungen [Arthur Schnitzler: Anatol]","1"
"Karl Kraus","11988","Freie Bühne für den Entwickelungskampf der Zeit","36166","19","Directed","Karl Kraus–Freie Bühne für den Entwickelungskampf der Zeit","1"
"Karl Kraus","11988","Neue litterarische Blätter","36335","1","Directed","Karl Kraus–Neue litterarische Blätter","1"
"Karl Kraus","11988","Neue Freie Presse","36374","36","Directed","Karl Kraus–Neue Freie Presse","1"
"Karl Kraus","11988","Prager Tagblatt","41507","1","Directed","Karl Kraus–Prager Tagblatt","1"
