Source,Target,Type,Label,Weight
"Albert Ehrenstein","Tubutsch","Directed","Albert Ehrenstein–Tubutsch","5"
"Albert Ehrenstein","Tod des Zehir eddin Muhammed Baber","Directed","Albert Ehrenstein–Tod des Zehir eddin Muhammed Baber","5"
"Albert Ehrenstein","Tai-Gin","Directed","Albert Ehrenstein–Tai-Gin","4"
"Albert Ehrenstein","Die Lage in Ungarn (Siebenbürgen und Serbien ausgenommen) im Jahre 1790","Directed","Albert Ehrenstein–Die Lage in Ungarn (Siebenbürgen und Serbien ausgenommen) im Jahre 1790","4"
"Albert Ehrenstein","Der Weg ins Freie. Roman","Directed","Albert Ehrenstein–Der Weg ins Freie. Roman","3"
"Albert Ehrenstein","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","Directed","Albert Ehrenstein–Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","3"
"Albert Ehrenstein","Helena","Directed","Albert Ehrenstein–Helena","3"
"Albert Ehrenstein","Graf Cilli","Directed","Albert Ehrenstein–Graf Cilli","3"
"Albert Ehrenstein","?? [Dissertation]","Directed","Albert Ehrenstein–?? [Dissertation]","3"
"Albert Ehrenstein","Saccumum","Directed","Albert Ehrenstein–Saccumum","3"
"Albert Ehrenstein","Mitgefühl","Directed","Albert Ehrenstein–Mitgefühl","3"
"Albert Ehrenstein","Seltene Gäste","Directed","Albert Ehrenstein–Seltene Gäste","3"
"Albert Ehrenstein","Die Zeit","Directed","Albert Ehrenstein–Die Zeit","3"
"Albert Ehrenstein","Die neue Rundschau","Directed","Albert Ehrenstein–Die neue Rundschau","3"
"Albert Ehrenstein","Odyssee","Directed","Albert Ehrenstein–Odyssee","2"
"Albert Ehrenstein","Apaturien","Directed","Albert Ehrenstein–Apaturien","2"
"Albert Ehrenstein","Der grüne Kakadu. Groteske in einem Akt","Directed","Albert Ehrenstein–Der grüne Kakadu. Groteske in einem Akt","1"
"Albert Ehrenstein","Reigen. Zehn Dialoge","Directed","Albert Ehrenstein–Reigen. Zehn Dialoge","1"
"Albert Ehrenstein","Der Schleier der Beatrice. Schauspiel in fünf Akten","Directed","Albert Ehrenstein–Der Schleier der Beatrice. Schauspiel in fünf Akten","1"
"Albert Ehrenstein","Zwischenspiel. Komödie in drei Akten","Directed","Albert Ehrenstein–Zwischenspiel. Komödie in drei Akten","1"
"Albert Ehrenstein","Liebelei. Schauspiel in drei Akten","Directed","Albert Ehrenstein–Liebelei. Schauspiel in drei Akten","1"
"Albert Ehrenstein","Zum großen Wurstel. Burleske in einem Akt","Directed","Albert Ehrenstein–Zum großen Wurstel. Burleske in einem Akt","1"
"Albert Ehrenstein","Der einsame Weg. Schauspiel in fünf Akten","Directed","Albert Ehrenstein–Der einsame Weg. Schauspiel in fünf Akten","1"
"Albert Ehrenstein","Das Haus Delorme. Eine Familienszene","Directed","Albert Ehrenstein–Das Haus Delorme. Eine Familienszene","1"
"Albert Ehrenstein","Die Wahlverwandtschaften","Directed","Albert Ehrenstein–Die Wahlverwandtschaften","1"
"Albert Ehrenstein","Buddenbrooks","Directed","Albert Ehrenstein–Buddenbrooks","1"
"Albert Ehrenstein","Amok","Directed","Albert Ehrenstein–Amok","1"
"Albert Ehrenstein","Manche freilich","Directed","Albert Ehrenstein–Manche freilich","1"
"Albert Ehrenstein","Baburnama","Directed","Albert Ehrenstein–Baburnama","1"
"Albert Ehrenstein","Napoleon I. Eine Biographie","Directed","Albert Ehrenstein–Napoleon I. Eine Biographie","1"
