Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Eduard Michael Kafka","2563","Anatol","29935","96","Directed","Eduard Michael Kafka–Anatol","6"
"Eduard Michael Kafka","2563","Die Frage an das Schicksal","30749","12","Directed","Eduard Michael Kafka–Die Frage an das Schicksal","4"
"Eduard Michael Kafka","2563","Das Märchen. Schauspiel in drei Aufzügen","29823","85","Directed","Eduard Michael Kafka–Das Märchen. Schauspiel in drei Aufzügen","3"
"Eduard Michael Kafka","2563","Moderne Dichtung. Monatsschrift für Literatur und Kritik","35950","3","Directed","Eduard Michael Kafka–Moderne Dichtung. Monatsschrift für Literatur und Kritik","2"
"Eduard Michael Kafka","2563","Abschiedssouper","30005","23","Directed","Eduard Michael Kafka–Abschiedssouper","1"
"Eduard Michael Kafka","2563","Anatols Hochzeitsmorgen","30033","4","Directed","Eduard Michael Kafka–Anatols Hochzeitsmorgen","1"
"Eduard Michael Kafka","2563","Sterben. Novelle","30117","52","Directed","Eduard Michael Kafka–Sterben. Novelle","1"
"Eduard Michael Kafka","2563","Familie","30195","8","Directed","Eduard Michael Kafka–Familie","1"
"Eduard Michael Kafka","2563","Baumeister Solness","31157","3","Directed","Eduard Michael Kafka–Baumeister Solness","1"
"Eduard Michael Kafka","2563","Gaea. Musikdrama","31763","2","Directed","Eduard Michael Kafka–Gaea. Musikdrama","1"
"Eduard Michael Kafka","2563","Der Talisman. Dramatisches Märchen","31861","1","Directed","Eduard Michael Kafka–Der Talisman. Dramatisches Märchen","1"
"Eduard Michael Kafka","2563","Die drei Elixire","31965","11","Directed","Eduard Michael Kafka–Die drei Elixire","1"
"Eduard Michael Kafka","2563","Belastet","35765","1","Directed","Eduard Michael Kafka–Belastet","1"
"Eduard Michael Kafka","2563","Gläubiger","42614","3","Directed","Eduard Michael Kafka–Gläubiger","1"
