Source,Target,Type,Label,Weight
"Max Eugen Burckhard","Liebelei. Schauspiel in drei Akten","Directed","Max Eugen Burckhard–Liebelei. Schauspiel in drei Akten","4"
"Max Eugen Burckhard","Anatol","Directed","Max Eugen Burckhard–Anatol","3"
"Max Eugen Burckhard","Abschiedssouper","Directed","Max Eugen Burckhard–Abschiedssouper","2"
"Max Eugen Burckhard","Alkandi’s Lied","Directed","Max Eugen Burckhard–Alkandi’s Lied","2"
"Max Eugen Burckhard","Zwischenspiel. Komödie in drei Akten","Directed","Max Eugen Burckhard–Zwischenspiel. Komödie in drei Akten","1"
"Max Eugen Burckhard","Der Weg ins Freie. Roman","Directed","Max Eugen Burckhard–Der Weg ins Freie. Roman","1"
"Max Eugen Burckhard","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","Directed","Max Eugen Burckhard–Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","1"
"Max Eugen Burckhard","Simon Thums. Einige Tage aus seinem Leben","Directed","Max Eugen Burckhard–Simon Thums. Einige Tage aus seinem Leben","1"
"Max Eugen Burckhard","Das weite Land. Tragikomödie in fünf Akten","Directed","Max Eugen Burckhard–Das weite Land. Tragikomödie in fünf Akten","1"
"Max Eugen Burckhard","Jene Asra,… Komödie in 4 Akten","Directed","Max Eugen Burckhard–Jene Asra,… Komödie in 4 Akten","1"
"Max Eugen Burckhard","Rat Schrimpf. Komödie in fünf Akten","Directed","Max Eugen Burckhard–Rat Schrimpf. Komödie in fünf Akten","1"
"Max Eugen Burckhard","Die verflixten Frauenzimmer","Directed","Max Eugen Burckhard–Die verflixten Frauenzimmer","1"
"Max Eugen Burckhard","Die Frage an das Schicksal","Directed","Max Eugen Burckhard–Die Frage an das Schicksal","1"
"Max Eugen Burckhard","Episode","Directed","Max Eugen Burckhard–Episode","1"
"Max Eugen Burckhard","Rechte der Seele. Schauspiel in einem Act","Directed","Max Eugen Burckhard–Rechte der Seele. Schauspiel in einem Act","1"
"Max Eugen Burckhard","Trinacria","Directed","Max Eugen Burckhard–Trinacria","1"
"Max Eugen Burckhard","Die neue Rundschau","Directed","Max Eugen Burckhard–Die neue Rundschau","1"
"Max Eugen Burckhard","Quer durch Juristerei und Leben. Vorträge und Aufsätze","Directed","Max Eugen Burckhard–Quer durch Juristerei und Leben. Vorträge und Aufsätze","1"
"Max Eugen Burckhard","Der Richter","Directed","Max Eugen Burckhard–Der Richter","1"
"Max Eugen Burckhard","Scala Santa und zwölf andere »Neue wahre Geschichten«","Directed","Max Eugen Burckhard–Scala Santa und zwölf andere »Neue wahre Geschichten«","1"
"Max Eugen Burckhard","Gottfried Wunderlich. Roman","Directed","Max Eugen Burckhard–Gottfried Wunderlich. Roman","1"
"Max Eugen Burckhard","Franz Stelzhamer und die oberösterreichische Dialektdichtung","Directed","Max Eugen Burckhard–Franz Stelzhamer und die oberösterreichische Dialektdichtung","1"
"Max Eugen Burckhard","Das Theater","Directed","Max Eugen Burckhard–Das Theater","1"
"Max Eugen Burckhard","Im Paradiese. Komödie in 4 Akten","Directed","Max Eugen Burckhard–Im Paradiese. Komödie in 4 Akten","1"
"Max Eugen Burckhard","Quer durch das Leben. Fünfzig Aufsätze","Directed","Max Eugen Burckhard–Quer durch das Leben. Fünfzig Aufsätze","1"
"Max Eugen Burckhard","Charakterbilder aus Oberösterreich","Directed","Max Eugen Burckhard–Charakterbilder aus Oberösterreich","1"
