Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Peter Altenberg","2147","Wie ich es sehe","30965","7","Directed","Peter Altenberg–Wie ich es sehe","2"
"Peter Altenberg","2147","Der Weg ins Freie. Roman","29923","47","Directed","Peter Altenberg–Der Weg ins Freie. Roman","1"
"Peter Altenberg","2147","Das Vermächtnis. Schauspiel in drei Akten","30219","37","Directed","Peter Altenberg–Das Vermächtnis. Schauspiel in drei Akten","1"
"Peter Altenberg","2147","»Semmering 1912«","32550","1","Directed","Peter Altenberg–»Semmering 1912«","1"
"Peter Altenberg","2147","Masken und Wunder. Novellen","32816","1","Directed","Peter Altenberg–Masken und Wunder. Novellen","1"
"Peter Altenberg","2147","See-Ufer","33374","1","Directed","Peter Altenberg–See-Ufer","1"
"Peter Altenberg","2147","En route","33418","2","Directed","Peter Altenberg–En route","1"
"Peter Altenberg","2147","Vita ipsa","33684","1","Directed","Peter Altenberg–Vita ipsa","1"
"Peter Altenberg","2147","Märchen des Lebens","33686","1","Directed","Peter Altenberg–Märchen des Lebens","1"
"Peter Altenberg","2147","Der Tod des Junggesellen. Novelle","33758","2","Directed","Peter Altenberg–Der Tod des Junggesellen. Novelle","1"
"Peter Altenberg","2147","Die Fackel","41244","5","Directed","Peter Altenberg–Die Fackel","1"
"Peter Altenberg","2147","Sanatorium für Nervenkranke (aber nicht die, in denen ich mich befand!)","50243","1","Directed","Peter Altenberg–Sanatorium für Nervenkranke (aber nicht die, in denen ich mich befand!)","1"
