Source,Target,Type,Label,Weight
"Therese Rie-Andro","Professor Bernhardi. Komödie in fünf Akten","Directed","Therese Rie-Andro–Professor Bernhardi. Komödie in fünf Akten","3"
"Therese Rie-Andro","Palestrina. Musikalische Legende in drei Akten","Directed","Therese Rie-Andro–Palestrina. Musikalische Legende in drei Akten","3"
"Therese Rie-Andro","Fink und Fliederbusch. Komödie in drei Akten","Directed","Therese Rie-Andro–Fink und Fliederbusch. Komödie in drei Akten","2"
"Therese Rie-Andro","Musikalische Reise ins Land der Vergangenheit","Directed","Therese Rie-Andro–Musikalische Reise ins Land der Vergangenheit","2"
"Therese Rie-Andro","Literatur","Directed","Therese Rie-Andro–Literatur","1"
"Therese Rie-Andro","Tristan und Isolde","Directed","Therese Rie-Andro–Tristan und Isolde","1"
"Therese Rie-Andro","Der Weg ins Freie. Roman","Directed","Therese Rie-Andro–Der Weg ins Freie. Roman","1"
"Therese Rie-Andro","Lebendige Stunden","Directed","Therese Rie-Andro–Lebendige Stunden","1"
"Therese Rie-Andro","Der einsame Weg. Schauspiel in fünf Akten","Directed","Therese Rie-Andro–Der einsame Weg. Schauspiel in fünf Akten","1"
"Therese Rie-Andro","Der Geist im Wort und der Geist in der Tat","Directed","Therese Rie-Andro–Der Geist im Wort und der Geist in der Tat","1"
"Therese Rie-Andro","Buch der Sprüche und Bedenken","Directed","Therese Rie-Andro–Buch der Sprüche und Bedenken","1"
"Therese Rie-Andro","Das weite Land. Tragikomödie in fünf Akten","Directed","Therese Rie-Andro–Das weite Land. Tragikomödie in fünf Akten","1"
"Therese Rie-Andro","Der Schleier der Pierette. Pantomime in drei Bildern","Directed","Therese Rie-Andro–Der Schleier der Pierette. Pantomime in drei Bildern","1"
"Therese Rie-Andro","Gesammelte Werke","Directed","Therese Rie-Andro–Gesammelte Werke","1"
"Therese Rie-Andro","Paracelsus. Versspiel in einem Akt","Directed","Therese Rie-Andro–Paracelsus. Versspiel in einem Akt","1"
"Therese Rie-Andro","Im Spiel der Sommerlüfte. In drei Aufzügen","Directed","Therese Rie-Andro–Im Spiel der Sommerlüfte. In drei Aufzügen","1"
"Therese Rie-Andro","Casanovas Heimfahrt","Directed","Therese Rie-Andro–Casanovas Heimfahrt","1"
"Therese Rie-Andro","Frau Beate und ihr Sohn. Novelle","Directed","Therese Rie-Andro–Frau Beate und ihr Sohn. Novelle","1"
"Therese Rie-Andro","Morgenröte. Gedanken über die moralischen Vorurteile","Directed","Therese Rie-Andro–Morgenröte. Gedanken über die moralischen Vorurteile","1"
"Therese Rie-Andro","An den Mond","Directed","Therese Rie-Andro–An den Mond","1"
"Therese Rie-Andro","Tante Simona. Komische Oper in einem Akt","Directed","Therese Rie-Andro–Tante Simona. Komische Oper in einem Akt","1"
"Therese Rie-Andro","Bühnentradition","Directed","Therese Rie-Andro–Bühnentradition","1"
"Therese Rie-Andro","Die Komödiantin Dora X. Roman","Directed","Therese Rie-Andro–Die Komödiantin Dora X. Roman","1"
"Therese Rie-Andro","Die Augen des Hieronymus","Directed","Therese Rie-Andro–Die Augen des Hieronymus","1"
"Therese Rie-Andro","h-Moll-Messe","Directed","Therese Rie-Andro–h-Moll-Messe","1"
