Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Paul Goldmann","11485","Frankfurter Zeitung","36344","60","Directed","Paul Goldmann–Frankfurter Zeitung","55"
"Paul Goldmann","11485","Liebelei. Schauspiel in drei Akten","29917","131","Directed","Paul Goldmann–Liebelei. Schauspiel in drei Akten","53"
"Paul Goldmann","11485","Der Schleier der Beatrice. Schauspiel in fünf Akten","29857","115","Directed","Paul Goldmann–Der Schleier der Beatrice. Schauspiel in fünf Akten","44"
"Paul Goldmann","11485","Neue Freie Presse","36374","36","Directed","Paul Goldmann–Neue Freie Presse","25"
"Paul Goldmann","11485","Das Märchen. Schauspiel in drei Aufzügen","29823","85","Directed","Paul Goldmann–Das Märchen. Schauspiel in drei Aufzügen","24"
"Paul Goldmann","11485","Lebendige Stunden. Vier Einakter","29863","38","Directed","Paul Goldmann–Lebendige Stunden. Vier Einakter","23"
"Paul Goldmann","11485","Freiwild. Schauspiel in 3 Akten","29899","62","Directed","Paul Goldmann–Freiwild. Schauspiel in 3 Akten","22"
"Paul Goldmann","11485","Anatol","29935","96","Directed","Paul Goldmann–Anatol","22"
"Paul Goldmann","11485","Sterben. Novelle","30117","52","Directed","Paul Goldmann–Sterben. Novelle","22"
"Paul Goldmann","11485","Die Zeit. Wiener Wochenschrift","36340","24","Directed","Paul Goldmann–Die Zeit. Wiener Wochenschrift","19"
"Paul Goldmann","11485","Amourette. Pièce en trois actes. Adaptée de Arthur Schnitzler","92876","14","Directed","Paul Goldmann–Amourette. Pièce en trois actes. Adaptée de Arthur Schnitzler","14"
"Paul Goldmann","11485","Reigen. Zehn Dialoge","29855","55","Directed","Paul Goldmann–Reigen. Zehn Dialoge","11"
"Paul Goldmann","11485","Das Vermächtnis. Schauspiel in drei Akten","30219","37","Directed","Paul Goldmann–Das Vermächtnis. Schauspiel in drei Akten","11"
"Paul Goldmann","11485","Der einsame Weg. Schauspiel in fünf Akten","29985","58","Directed","Paul Goldmann–Der einsame Weg. Schauspiel in fünf Akten","9"
"Paul Goldmann","11485","Mourir. Roman","40662","10","Directed","Paul Goldmann–Mourir. Roman","9"
"Paul Goldmann","11485","Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","32562","28","Directed","Paul Goldmann–Der grüne Kakadu – Paracelsus – Die Gefährtin. Drei Einakter","8"
"Paul Goldmann","11485","Der grüne Kakadu. Groteske in einem Akt","29843","46","Directed","Paul Goldmann–Der grüne Kakadu. Groteske in einem Akt","7"
"Paul Goldmann","11485","Die kleine Komödie","31975","19","Directed","Paul Goldmann–Die kleine Komödie","6"
"Paul Goldmann","11485","Neue Deutsche Rundschau","36152","15","Directed","Paul Goldmann–Neue Deutsche Rundschau","6"
"Paul Goldmann","11485","Mercure de France","36349","6","Directed","Paul Goldmann–Mercure de France","6"
"Paul Goldmann","11485","Berliner Theater. (»Lebendige Stunden« von Arthur Schnitzler.)","144122","6","Directed","Paul Goldmann–Berliner Theater. (»Lebendige Stunden« von Arthur Schnitzler.)","6"
"Paul Goldmann","11485","Weihnachts-Einkäufe","30163","7","Directed","Paul Goldmann–Weihnachts-Einkäufe","5"
"Paul Goldmann","11485","Frau Bertha Garlan. Roman","30486","30","Directed","Paul Goldmann–Frau Bertha Garlan. Roman","5"
"Paul Goldmann","11485","Alkandi’s Lied","31637","14","Directed","Paul Goldmann–Alkandi’s Lied","5"
"Paul Goldmann","11485","Die Frau des Weisen. Novelletten","32460","11","Directed","Paul Goldmann–Die Frau des Weisen. Novelletten","5"
"Paul Goldmann","11485","Die Zeit","35935","22","Directed","Paul Goldmann–Die Zeit","5"
"Paul Goldmann","11485","Berliner Tageblatt","41531","6","Directed","Paul Goldmann–Berliner Tageblatt","5"
"Paul Goldmann","11485","La Liberté","93004","5","Directed","Paul Goldmann–La Liberté","5"
"Paul Goldmann","11485","La petite comédie. Mœurs viennois","93019","5","Directed","Paul Goldmann–La petite comédie. Mœurs viennois","5"
"Paul Goldmann","11485","Berliner Theater. (»Der Schleier der Beatrice« von Arthur Schnitzler.)","144087","7","Directed","Paul Goldmann–Berliner Theater. (»Der Schleier der Beatrice« von Arthur Schnitzler.)","5"
"Paul Goldmann","11485","Lieutenant Gustl. Novelle","29853","31","Directed","Paul Goldmann–Lieutenant Gustl. Novelle","4"
"Paul Goldmann","11485","Die Frau mit dem Dolche","29865","14","Directed","Paul Goldmann–Die Frau mit dem Dolche","4"
"Paul Goldmann","11485","Ritterlichkeit","30287","5","Directed","Paul Goldmann–Ritterlichkeit","4"
"Paul Goldmann","11485","Wie ich es sehe","30965","7","Directed","Paul Goldmann–Wie ich es sehe","4"
"Paul Goldmann","11485","Der Tod Georgs","31535","33","Directed","Paul Goldmann–Der Tod Georgs","4"
"Paul Goldmann","11485","Novellen","32832","6","Directed","Paul Goldmann–Novellen","4"
"Paul Goldmann","11485","Ein Sommer in China. Reisebilder","33346","5","Directed","Paul Goldmann–Ein Sommer in China. Reisebilder","4"
"Paul Goldmann","11485","An der schönen blauen Donau","35860","5","Directed","Paul Goldmann–An der schönen blauen Donau","4"
"Paul Goldmann","11485","Berliner Börsen-Courier","41289","6","Directed","Paul Goldmann–Berliner Börsen-Courier","4"
"Paul Goldmann","11485","Les Emplettes de Noël","88052","4","Directed","Paul Goldmann–Les Emplettes de Noël","4"
"Paul Goldmann","11485","Le Courrier français","88148","4","Directed","Paul Goldmann–Le Courrier français","4"
"Paul Goldmann","11485","Ein litterarisch-dramatisches Hochstapler-Stücklein","88182","4","Directed","Paul Goldmann–Ein litterarisch-dramatisches Hochstapler-Stücklein","4"
"Paul Goldmann","11485","Le Figaro","88803","4","Directed","Paul Goldmann–Le Figaro","4"
"Paul Goldmann","11485","Journal des débats. Politiques et littéraires","92648","4","Directed","Paul Goldmann–Journal des débats. Politiques et littéraires","4"
"Paul Goldmann","11485","»Michael Kramer.«","142613","4","Directed","Paul Goldmann–»Michael Kramer.«","4"
"Paul Goldmann","11485","Der rothe Hahn. Tragikomödie in vier Akten","144168","4","Directed","Paul Goldmann–Der rothe Hahn. Tragikomödie in vier Akten","4"
"Paul Goldmann","11485","Die Gefährtin. Schauspiel in einem Akt","29845","13","Directed","Paul Goldmann–Die Gefährtin. Schauspiel in einem Akt","3"
"Paul Goldmann","11485","Literatur","29869","16","Directed","Paul Goldmann–Literatur","3"
"Paul Goldmann","11485","Das weite Land. Tragikomödie in fünf Akten","30207","30","Directed","Paul Goldmann–Das weite Land. Tragikomödie in fünf Akten","3"
"Paul Goldmann","11485","Die überspannte Person","30391","4","Directed","Paul Goldmann–Die überspannte Person","3"
"Paul Goldmann","11485","Der blinde Geronimo und sein Bruder","30649","4","Directed","Paul Goldmann–Der blinde Geronimo und sein Bruder","3"
"Paul Goldmann","11485","Erklärung [Schleier der Beatrice]","31345","4","Directed","Paul Goldmann–Erklärung [Schleier der Beatrice]","3"
"Paul Goldmann","11485","Lorenzaccio. Drame romantique en cinq actes","31509","3","Directed","Paul Goldmann–Lorenzaccio. Drame romantique en cinq actes","3"
"Paul Goldmann","11485","Hanneles Himmelfahrt. Traumdichtung in zwei Teilen","31511","5","Directed","Paul Goldmann–Hanneles Himmelfahrt. Traumdichtung in zwei Teilen","3"
