Source,Target,Type,Label,Weight
"Wilhelm Bölsche","Freie Bühne für den Entwickelungskampf der Zeit","Directed","Wilhelm Bölsche–Freie Bühne für den Entwickelungskampf der Zeit","14"
"Wilhelm Bölsche","Freie Bühne für modernes Leben","Directed","Wilhelm Bölsche–Freie Bühne für modernes Leben","7"
"Wilhelm Bölsche","Das Märchen. Schauspiel in drei Aufzügen","Directed","Wilhelm Bölsche–Das Märchen. Schauspiel in drei Aufzügen","6"
"Wilhelm Bölsche","Das Himmelbett","Directed","Wilhelm Bölsche–Das Himmelbett","5"
"Wilhelm Bölsche","Der Sohn. Aus den Papieren eines Arztes","Directed","Wilhelm Bölsche–Der Sohn. Aus den Papieren eines Arztes","5"
"Wilhelm Bölsche","Die Braut","Directed","Wilhelm Bölsche–Die Braut","4"
"Wilhelm Bölsche","Die drei Elixire","Directed","Wilhelm Bölsche–Die drei Elixire","3"
"Wilhelm Bölsche","Morgenandacht","Directed","Wilhelm Bölsche–Morgenandacht","2"
"Wilhelm Bölsche","Aus der Kaffeehausecke","Directed","Wilhelm Bölsche–Aus der Kaffeehausecke","2"
"Wilhelm Bölsche","Der Amerikafahrer","Directed","Wilhelm Bölsche–Der Amerikafahrer","2"
"Wilhelm Bölsche","Anatol","Directed","Wilhelm Bölsche–Anatol","1"
"Wilhelm Bölsche","Das Lumpengesindel","Directed","Wilhelm Bölsche–Das Lumpengesindel","1"
"Wilhelm Bölsche","Der Kartäusermönch","Directed","Wilhelm Bölsche–Der Kartäusermönch","1"
"Wilhelm Bölsche","Dämmerung","Directed","Wilhelm Bölsche–Dämmerung","1"
