Source,CorrID,Target,WorkID,Overallcount,Type,Label,Weight
"Richard Dehmel","11148","Der Schleier der Beatrice. Schauspiel in fünf Akten","29857","115","Directed","Richard Dehmel–Der Schleier der Beatrice. Schauspiel in fünf Akten","4"
"Richard Dehmel","11148","Der Buntscheck. Ein Sammelbuch herzhafter Kunst für Ohr und Auge deutscher Kinder","44831","2","Directed","Richard Dehmel–Der Buntscheck. Ein Sammelbuch herzhafter Kunst für Ohr und Auge deutscher Kinder","2"
"Richard Dehmel","11148","Aufruf zur Kritik an der Verwendung von Spendengeldern für Autoren durch die Deutsche Schillerstiftung","44869","2","Directed","Richard Dehmel–Aufruf zur Kritik an der Verwendung von Spendengeldern für Autoren durch die Deutsche Schillerstiftung","2"
"Richard Dehmel","11148","Der Weg ins Freie. Roman","29923","47","Directed","Richard Dehmel–Der Weg ins Freie. Roman","1"
"Richard Dehmel","11148","Novellen","32832","6","Directed","Richard Dehmel–Novellen","1"
"Richard Dehmel","11148","Das Haus des Dichters","33570","1","Directed","Richard Dehmel–Das Haus des Dichters","1"
"Richard Dehmel","11148","Die Verwandlungen der Venus","33572","1","Directed","Richard Dehmel–Die Verwandlungen der Venus","1"
"Richard Dehmel","11148","Neue Deutsche Rundschau","36152","15","Directed","Richard Dehmel–Neue Deutsche Rundschau","1"
"Richard Dehmel","11148","Die neue Rundschau","36156","15","Directed","Richard Dehmel–Die neue Rundschau","1"
"Richard Dehmel","11148","Zwei Menschen. Roman in Romanzen","44833","1","Directed","Richard Dehmel–Zwei Menschen. Roman in Romanzen","1"
"Richard Dehmel","11148","Zwischen Volk und Menschheit","44872","1","Directed","Richard Dehmel–Zwischen Volk und Menschheit","1"
