Source,Target,Type,Label,Weight
"Hugo von Hofmannsthal","Der Schleier der Beatrice. Schauspiel in fünf Akten","Directed","Hugo von Hofmannsthal–Der Schleier der Beatrice. Schauspiel in fünf Akten","21"
"Hugo von Hofmannsthal","Der Weg ins Freie. Roman","Directed","Hugo von Hofmannsthal–Der Weg ins Freie. Roman","19"
"Hugo von Hofmannsthal","Anatol","Directed","Hugo von Hofmannsthal–Anatol","18"
"Hugo von Hofmannsthal","Der einsame Weg. Schauspiel in fünf Akten","Directed","Hugo von Hofmannsthal–Der einsame Weg. Schauspiel in fünf Akten","16"
"Hugo von Hofmannsthal","Freiwild. Schauspiel in 3 Akten","Directed","Hugo von Hofmannsthal–Freiwild. Schauspiel in 3 Akten","13"
"Hugo von Hofmannsthal","Das Märchen. Schauspiel in drei Aufzügen","Directed","Hugo von Hofmannsthal–Das Märchen. Schauspiel in drei Aufzügen","12"
"Hugo von Hofmannsthal","Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","Directed","Hugo von Hofmannsthal–Der junge Medardus. Dramatische Historie in einem Vorspiel und fünf Aufzügen","12"
"Hugo von Hofmannsthal","Das gerettete Venedig. Trauerspiel in fünf Aufzügen","Directed","Hugo von Hofmannsthal–Das gerettete Venedig. Trauerspiel in fünf Aufzügen","12"
"Hugo von Hofmannsthal","Das Bergwerk zu Falun","Directed","Hugo von Hofmannsthal–Das Bergwerk zu Falun","11"
"Hugo von Hofmannsthal","Sterben. Novelle","Directed","Hugo von Hofmannsthal–Sterben. Novelle","10"
"Hugo von Hofmannsthal","Der Rosenkavalier","Directed","Hugo von Hofmannsthal–Der Rosenkavalier","10"
"Hugo von Hofmannsthal","Zwischenspiel. Komödie in drei Akten","Directed","Hugo von Hofmannsthal–Zwischenspiel. Komödie in drei Akten","9"
"Hugo von Hofmannsthal","Der Ruf des Lebens. Schauspiel in drei Akten","Directed","Hugo von Hofmannsthal–Der Ruf des Lebens. Schauspiel in drei Akten","9"
"Hugo von Hofmannsthal","Liebelei. Schauspiel in drei Akten","Directed","Hugo von Hofmannsthal–Liebelei. Schauspiel in drei Akten","9"
"Hugo von Hofmannsthal","Frau Bertha Garlan. Roman","Directed","Hugo von Hofmannsthal–Frau Bertha Garlan. Roman","9"
"Hugo von Hofmannsthal","Elektra. Tragödie in einem Aufzug","Directed","Hugo von Hofmannsthal–Elektra. Tragödie in einem Aufzug","9"
"Hugo von Hofmannsthal","Das Vermächtnis. Schauspiel in drei Akten","Directed","Hugo von Hofmannsthal–Das Vermächtnis. Schauspiel in drei Akten","8"
"Hugo von Hofmannsthal","Der Turm. Ein Trauerspiel","Directed","Hugo von Hofmannsthal–Der Turm. Ein Trauerspiel","8"
"Hugo von Hofmannsthal","Der grüne Kakadu. Groteske in einem Akt","Directed","Hugo von Hofmannsthal–Der grüne Kakadu. Groteske in einem Akt","7"
"Hugo von Hofmannsthal","Jedermann. Das Spiel vom Sterben des reichen Mannes","Directed","Hugo von Hofmannsthal–Jedermann. Das Spiel vom Sterben des reichen Mannes","7"
"Hugo von Hofmannsthal","Das weite Land. Tragikomödie in fünf Akten","Directed","Hugo von Hofmannsthal–Das weite Land. Tragikomödie in fünf Akten","7"
"Hugo von Hofmannsthal","Geschichte der beiden Liebespaare","Directed","Hugo von Hofmannsthal–Geschichte der beiden Liebespaare","7"
"Hugo von Hofmannsthal","Cristinas Heimreise. Komödie","Directed","Hugo von Hofmannsthal–Cristinas Heimreise. Komödie","7"
"Hugo von Hofmannsthal","Gestern. Dramatische Studie in einem Akt in Versen","Directed","Hugo von Hofmannsthal–Gestern. Dramatische Studie in einem Akt in Versen","6"
"Hugo von Hofmannsthal","Die Schwestern oder Casanova in Spa. Lustspiel in Versen","Directed","Hugo von Hofmannsthal–Die Schwestern oder Casanova in Spa. Lustspiel in Versen","6"
"Hugo von Hofmannsthal","Der Tod Georgs","Directed","Hugo von Hofmannsthal–Der Tod Georgs","6"
"Hugo von Hofmannsthal","Der Tod des Tizian. Ein Bruchstück","Directed","Hugo von Hofmannsthal–Der Tod des Tizian. Ein Bruchstück","6"
"Hugo von Hofmannsthal","Der Abenteurer und die Sängerin oder Die Geschenke des Lebens","Directed","Hugo von Hofmannsthal–Der Abenteurer und die Sängerin oder Die Geschenke des Lebens","6"
"Hugo von Hofmannsthal","W. A. Mozart","Directed","Hugo von Hofmannsthal–W. A. Mozart","6"
"Hugo von Hofmannsthal","Silvia im »Stern«","Directed","Hugo von Hofmannsthal–Silvia im »Stern«","6"
